iter	RMSE
308	0.08547874319
309	0.08545861732
310	0.08544880622
311	0.08531304976
312	0.08525417357
313	0.08522936879
314	0.08518232181
315	0.08514411135
316	0.0849876107
317	0.08489612038
318	0.08473547227
319	0.08464315954
320	0.08454799305
321	0.084463002
322	0.08434755213
323	0.08424766681
324	0.08412955396
325	0.08399599272
326	0.08395241732
327	0.08393614916
328	0.08382762636
329	0.08378005081
330	0.08364288031
331	0.08357486995
332	0.08343138787
333	0.08332108546
334	0.08315838627
335	0.08311685473
336	0.08299543157
337	0.08297119746
338	0.08294120518
339	0.08281831197
340	0.08269135692
341	0.08258030705
342	0.08243215614
343	0.08234424908
344	0.08230396261
345	0.08219257239
346	0.08210678064
347	0.08196150628
348	0.08176543629
349	0.08165906895
350	0.08156494012
351	0.08151391978
352	0.08144177251
353	0.08142669458
354	0.08130165485
355	0.081201839
356	0.08113382611
357	0.08110824937
358	0.08097615658
359	0.08089361674
360	0.08080384509
361	0.08066176514
362	0.08059933339
363	0.08057474449
364	0.0805653818
365	0.0805479496
366	0.08047303994
367	0.08028582579
368	0.08022905844
369	0.08015900047
370	0.08009426224
371	0.07998736469
372	0.07993450305
373	0.07991006693
374	0.07979708702
375	0.07965165158
376	0.0795901913
377	0.07948046344
378	0.07947320935
379	0.07935037767
380	0.07932785027
381	0.07922552433
382	0.07909915594
383	0.07899247641
384	0.07892652779
385	0.07881624825
386	0.07878759481
387	0.07872720711
388	0.07857553228
389	0.07854043938
390	0.07840863406
391	0.07830428959
392	0.07821852209
393	0.07812774197
394	0.0780250239
395	0.077876431
396	0.07785268473
397	0.07784464772
398	0.07771810909
399	0.07763805992
400	0.07761224594
401	0.07752025632
402	0.07734162297
403	0.07720868847
404	0.07711938873
405	0.07706675508
406	0.07695677341
407	0.07685315271
408	0.07677269183
409	0.07670514424
410	0.07667183264
411	0.07658611667
412	0.07647604108
413	0.07644059541
414	0.07642560877
415	0.07632711548
416	0.07623198141
417	0.07615653359
418	0.07608751208
419	0.07603922476
420	0.07601356215
421	0.07585131738
422	0.0758376807
423	0.07579933363
424	0.0756971211
425	0.07556447944
426	0.07548369303
427	0.07539337776
428	0.07536853083
429	0.07532840701
430	0.07520424797
431	0.07512265057
432	0.07495363664
433	0.07488445729
434	0.0748188667
435	0.07469149711
436	0.07462697485
437	0.07447784587
438	0.0743710257
439	0.07424611589
440	0.0741942347
441	0.07410963722
442	0.07396394176
443	0.07389663426
444	0.07379485566
445	0.07370234367
446	0.07365249267
447	0.07360096457
448	0.07352953981
449	0.07346930645
450	0.07344328745
451	0.07341073294
452	0.07330074231
453	0.07322114569
454	0.07319127714
455	0.07316637723
456	0.07309582288
457	0.07298396276
458	0.07292646337
459	0.07286719836
460	0.07279787504
461	0.07272994682
462	0.07269639474
463	0.07257082461
464	0.07250322243
465	0.07245664508
466	0.07242421782
467	0.07235190582
468	0.07230376162
469	0.07222382541
470	0.07219750163
471	0.07205229694
472	0.07195848976
473	0.0718915254
474	0.07186865172
475	0.07177903341
476	0.07173456298
477	0.07160153848
478	0.07153774572
479	0.07149582526
480	0.0713904582
481	0.07135113416
482	0.07130604942
483	0.07124528339
484	0.0711070174
485	0.07102315234
486	0.07085556018
487	0.07074991452
488	0.07070742169
489	0.07057598443
490	0.07054358777
491	0.0704767615
492	0.07044696027
493	0.07034497679
494	0.07031019548
495	0.07023028628
496	0.07018871108
497	0.07016834933
498	0.07010661577
499	0.07007632033
500	0.06997260279
501	0.06985562263
502	0.06978073089
503	0.06976487149
504	0.0696698016
505	0.06959671575
506	0.06950474716
507	0.06948983085
508	0.0694160289
509	0.06937480073
510	0.06931418131
511	0.06927705423
512	0.06925359584
513	0.0692215927
514	0.06918623729
515	0.06908776717
516	0.06903587544
517	0.06902961592
518	0.06898618526
519	0.06892945507
520	0.06883905776
521	0.06883116965
522	0.06879492748
523	0.06877794707
524	0.06869619587
525	0.06862450319
526	0.06856669738
527	0.06846472289
528	0.06843132828
529	0.06838785819
530	0.06835567477
531	0.06826870359
532	0.06819493757
533	0.06809903635
534	0.06809264594
535	0.06804323132
536	0.06803163638
537	0.06797002856
538	0.06794530683
539	0.06789179812
540	0.06779418424
541	0.06774150103
542	0.06771235361
543	0.06761876717
544	0.06759070186
545	0.06756385962
546	0.06740741412
547	0.06736202994
548	0.06727701693
549	0.06722081685
550	0.06718036028
551	0.06711465173
552	0.06710954259
553	0.06708444516
554	0.06701618227
555	0.06692001189
556	0.06683270972
557	0.06679257907
558	0.06675529316
559	0.06663268379
560	0.06659855048
561	0.06655812564
562	0.06654776571
563	0.06648977899
564	0.06644253913
565	0.06639655365
566	0.06634950189
567	0.0663279312
568	0.06622874178
569	0.06617929065
570	0.06614132535
571	0.06610604027
572	0.0660002468
573	0.06597200263
574	0.06596734484
575	0.06589077614
576	0.06585177868
577	0.06583182953
578	0.06574912002
579	0.06566898715
580	0.06566389026
581	0.0655650172
582	0.06548642987
583	0.06545839465
584	0.06537594874
585	0.06525044128
586	0.06524430222
587	0.06519778488
588	0.06510174624
589	0.0650402119
590	0.06503392387
591	0.06497875928
592	0.06492935402
593	0.06492326167
594	0.06480309691
595	0.06477905276
596	0.06469735257
597	0.06456544965
598	0.06449141648
599	0.06441393553
600	0.06430788226
601	0.06426030206
602	0.06424595669
603	0.0641542337
604	0.06410517748
605	0.0640723219
606	0.06406658743
607	0.06404682241
608	0.06394230579
609	0.06387479427
610	0.06384697536
611	0.0637647279
612	0.06368212503
613	0.06363886998
614	0.06347151516
615	0.0634315322
616	0.06339532042
617	0.06328196229
618	0.06324908189
619	0.06320153109
620	0.06319725108
621	0.06318203142
622	0.06307517467
623	0.06306977059
624	0.06298260026
625	0.06293016059
626	0.0628180311
627	0.06275350478
628	0.06270093585
629	0.0626951551
630	0.06261782303
631	0.06252705139
632	0.06247617048
633	0.0624235996
634	0.06238137455
635	0.06234611472
636	0.06233020504
637	0.06229139414
638	0.06218445353
639	0.06216120387
640	0.06212885326
641	0.0621173058
642	0.06205329071
643	0.06203234674
644	0.06202708175
645	0.0620075861
646	0.06194834802
647	0.06192903134
648	0.0618760696
649	0.06179529273
650	0.06169399235
651	0.06159600921
652	0.06155588873
653	0.0615324967
654	0.06148629124
655	0.06148123911
656	0.06144686809
657	0.06144212837
658	0.06136032393
659	0.06135325143
660	0.06134150189
661	0.06124122308
662	0.06117104625
663	0.06113791403
664	0.06109916274
665	0.06109552495
666	0.06103960093
667	0.06102535224
668	0.06101061873
669	0.06096366478
670	0.06093732086
671	0.06088430639
672	0.06082436817
673	0.06076402275
674	0.06069252402
675	0.06065760159
676	0.06056362154
677	0.06052061232
678	0.06045262152
679	0.06040721103
680	0.06037049147
681	0.06029403999
682	0.06029055434
683	0.06022094857
684	0.06019075102
685	0.06014702017
686	0.06014231769
687	0.06007206789
688	0.06006693402
689	0.06005626687
690	0.06003462513
691	0.06001550473
692	0.06001280377
693	0.06000159648
694	0.05996632553
695	0.05990414382
696	0.05983049719
697	0.05979876519
698	0.05969793483
699	0.0596639381
700	0.05961356801
701	0.05957724669
702	0.05951509653
703	0.05947308619
704	0.05941233069
705	0.05938319257
706	0.05935175179
707	0.05932911235
708	0.05930105137
709	0.05922232177
710	0.05921849724
711	0.05914813158
712	0.05910108112
713	0.05907708253
714	0.0590172063
715	0.0589360079
716	0.05890379293
717	0.05887082936
718	0.05880559081
719	0.05875956736
720	0.05866416722
721	0.05858596033
722	0.05852739435
723	0.05850899374
724	0.05846653001
725	0.05838416631
726	0.05834023186
727	0.05827790136
728	0.05820790126
729	0.05812067345
730	0.05806519077
731	0.0580500944
732	0.0580199335
733	0.05794652137
734	0.05788605364
735	0.057812778
736	0.05769085347
737	0.05762535537
738	0.0576153115
739	0.05757038371
740	0.05751494936
741	0.05747064205
742	0.05741483622
743	0.05735182672
744	0.05732399119
745	0.05729348517
746	0.0572368021
747	0.05719422611
748	0.05719047377
749	0.05718674655
750	0.05712045694
751	0.05707328939
752	0.05705730527
753	0.05702810033
754	0.05702517736
755	0.05699541422
756	0.05695463285
757	0.05690387518
758	0.05682393826
759	0.05676401839
760	0.05668806575
761	0.05666794532
762	0.05658392707
763	0.05649399462
764	0.05647791431
765	0.05642930732
766	0.05638250061
767	0.05629252119
768	0.05624507718
769	0.05619312724
770	0.05618966037
771	0.05614776395
772	0.0561102706
773	0.05603519914
774	0.05603249912
775	0.05601916959
776	0.05598858792
777	0.05598533267
778	0.05594680974
779	0.05589207705
780	0.05579841564
781	0.05578657158
782	0.05569776239
783	0.05561115629
784	0.05555395717
785	0.05553022396
786	0.05551211794
787	0.05544308339
788	0.05542435894
789	0.05533216803
790	0.05532862588
791	0.05527036859
792	0.05518759657
793	0.05514883383
794	0.0550567592
795	0.05503454621
796	0.05502732865
797	0.05496507476
798	0.05489880275
799	0.05483994855
800	0.05480408461
801	0.05478178845
802	0.0547283392
803	0.05472104256
804	0.05470072345
805	0.05469277227
806	0.05468904437
807	0.05465481951
808	0.05462146521
809	0.05456302405
810	0.05450667407
811	0.0544615081
812	0.05443102527
813	0.05438940116
814	0.05438489692
815	0.05435081605
816	0.05431508984
817	0.05431276674
818	0.054227999
819	0.05420637574
820	0.05419823402
821	0.05412663183
822	0.05410383557
823	0.05404806121
824	0.05404422987
825	0.05400736397
826	0.05396836243
827	0.05395419745
828	0.05393178857
829	0.05391450211
830	0.05390779473
831	0.05390050368
832	0.05388586046
833	0.05388519754
834	0.05385664347
835	0.05382485096
836	0.05375033277
837	0.05373293161
838	0.05372087868
839	0.05368439876
840	0.05368154359
841	0.05366216226
842	0.05364360957
843	0.05362089072
844	0.05356922508
845	0.05354749918
846	0.05352996992
847	0.05349335724
848	0.05348174119
849	0.05344495674
850	0.05342660492
851	0.0533995918
852	0.05334432251
853	0.05329638626
854	0.05324695437
855	0.05322473285
856	0.05322278217
857	0.05321308385
858	0.05321047936
859	0.05320156023
860	0.0531951238
861	0.05314504684
862	0.05312746064
863	0.05311781488
864	0.05309356493
865	0.05304535863
866	0.05301921279
867	0.05298398321
868	0.05295110073
869	0.05291613644
870	0.05288248274
871	0.05286604916
872	0.05280636244
873	0.05275156872
874	0.05271246235
875	0.05267564107
876	0.05265074634
877	0.05261489782
878	0.05261227603
879	0.05257416129
880	0.05249740252
881	0.05244018932
882	0.05239642053
883	0.05235885282
884	0.05234404053
885	0.05233284454
886	0.05227959593
887	0.05222916875
888	0.05222505265
889	0.05222224938
890	0.05221811601
891	0.05219309853
892	0.05218857841
893	0.05217635574
894	0.05208733009
895	0.05206721383
896	0.05203268117
897	0.05201283946
898	0.05197665082
899	0.05195852149
900	0.05190325472
901	0.05189535869
902	0.05189341372
903	0.05187406964
904	0.05185613778
905	0.05179596384
906	0.05175571366
907	0.05171890566
908	0.05167949573
909	0.05165917893
910	0.05164090558
911	0.05161040026
912	0.05154995926
913	0.05151670817
914	0.05141427533
915	0.05137253037
916	0.05134271334
917	0.05127595878
918	0.05123194448
919	0.05120674238
920	0.05118553742
921	0.05117786485
922	0.05117169486
923	0.05109243148
924	0.05104689429
925	0.05099569615
926	0.05096939733
927	0.05096705107
928	0.05096537118
929	0.0509284439
930	0.05089664333
931	0.05088922566
932	0.05086795635
933	0.05084201655
934	0.05084026383
935	0.05077922696
936	0.05077751475
937	0.05075911317
938	0.05066436759
939	0.05062560227
940	0.05058447559
941	0.05053639741
942	0.05047430938
943	0.05044843316
944	0.05043152921
945	0.05042406845
946	0.05036603556
947	0.05034268619
948	0.05032722169
949	0.05032602995
950	0.05029199573
951	0.05025169236
952	0.05022961077
953	0.05017929231
954	0.05013544515
955	0.05009597951
956	0.05007092277
957	0.05004717628
958	0.04997033008
959	0.04994139326
960	0.04991033955
961	0.04987293919
962	0.04983160231
963	0.04979401067
964	0.04974709246
965	0.04970675698
966	0.04965617899
967	0.04965295784
968	0.04962879186
969	0.04957395046
970	0.04956494954
971	0.04952351755
972	0.04950924243
973	0.04949514399
974	0.04948225725
975	0.04942292128
976	0.04938112129
977	0.04933747657
978	0.04932699752
979	0.04927326666
980	0.04921012688
981	0.04917919838
982	0.04911646513
983	0.04907229928
984	0.04903533845
985	0.04901367875
986	0.04898291445
987	0.04895164675
988	0.04893208205
989	0.04889861579
990	0.04888303555
991	0.04885683371
992	0.04883362709
993	0.04883129377
994	0.04881856545
995	0.04880949088
996	0.04877751639
997	0.04872402945
998	0.04869586193
